target	first_context	second_context	label	comment	pos	first_word	first_position	second_word	second_position	
nation	Hvad politikerne ikke formår, det klarer en flok unge fodboldspillere i disse dage: at samle nationen, så vi alle føler et fællesskab ved at være dansk	For tre dage siden blev Tyskland igen én nation, ét land. En mur blev væltet, og verdensbilledet ændret	same_sense	2462	sb.	nationen	(93, 101)	nation	(41, 47)	1
natpotte	Toiletter fandtes ikke altid i huset, man var henvist til natpotter og offentlige latriner	folk besørgede i latrintønder og natpotter, der blev tømt af såkaldte natmænd i Københavns gader	same_sense	2465	sb.	natpotter	(58, 67)	natpotter	(33, 42)	1
natrium	Kalium findes hovedsageligt inde i cellerne [: i levende organismer] og natrium udenfor	Man kan [i visse atomreaktorer] ikke bruge vand som kølemiddel, men bruger i stedet flydende natrium, hvad der imidlertid gør processen mere farlig	same_sense	2466	sb.	natrium	(72, 79)	natrium	(93, 100)	1
natsværmer	En grå natsværmer har fået kig på vore levende lys og brænder vinger, følehorn og ben	Sært som tanker og følelser kunne flakse omkring i hovedet på en som natsværmere om en tændt lampe	same_sense	2467	sb.	natsværmer	(7, 17)	natsværmere	(69, 80)	1
navneforandring	Til lejligheden havde han ændret sin identitet, ladet skægget gro og taget navneforandring til Abdullah Isais	I 1998 tog bistandsloven navneforandring til loven om social service	same_sense	2468	sb.	navneforandring	(75, 90)	navneforandring	(25, 40)	1
navnetræk	Parterne sætter først deres navnetræk på kontrakten i maj, men alt synes klart	Urban gik med ham over i vognporten og udpegede en lukket vogn med forgyldt navnetræk på døren	same_sense	2469	sb.	navnetræk	(28, 37)	navnetræk	(76, 85)	1
nazisme	Det lå i nazismens idé, at der kun kunne være én race i Tyskland	Nazisme er og forbliver nazisme, en groft forbryderisk samfundsform	same_sense	2470	sb.	nazismens	(9, 18)	Nazisme	(0, 7)	1
nedbør	Dagene før jul byder måske på nedbør i form af sne og slud	På Helgenæs på Djursland blev der målt 98,6 millimeter nedbør. Det er .. næsten ti centimeter regn på et døgn	same_sense	2471	sb.	nedbør	(30, 36)	nedbør	(55, 61)	1
nederdel	Spændende ser Lise ud i den ankellange nederdel i bredder med masser af vidde	Kjolen med sort top og prikket nederdel koster ca. 598 kr.	same_sense	2472	sb.	nederdel	(39, 47)	nederdel	(31, 39)	1
neger	I USA har man haft et veritabelt studenteroprør omkring borgerretsbevægelsen for negrenes frihed	Om man kan lide det eller ej, er det helt korrekt, at ordet "neger" ikke længere er en gængs, neutral betegnelse	same_sense	2473	sb.	negrenes	(81, 89)	neger	(61, 66)	1
negl	Neglelak i perfekt farveharmoni med Rouge absolu. En lak, der giver glansfulde stærke negle, der holder	Hun ridsede i bordet med neglen. Rastløst	same_sense	2483	sb.	negle	(86, 91)	neglen	(25, 31)	1
nej	Helhjertet i politik — det var jeg nok kun på ét eneste sted: I det negative, i nej'et til ondskaben, nazismens ondskab	Da vi stemte den 2. juni, blev det som bekendt til et nej til den traktat, som Danmark havde været med til at forhandle	same_sense	2484	sb.	nej'et	(80, 86)	nej	(54, 57)	1
nervebundt	Han var den første til at påpege den gabende afstand mellem den helterolle, han fik tildelt, og det nervebundt, han indimellem følte sig som	Hun tog piller for at sove, for at synge og smile, for ikke at ryste. Hun var skind og ben, et nervebundt	same_sense	2485	sb.	nervebundt	(100, 110)	nervebundt	(95, 105)	1
ngo	Trods kulden går mange af dem i sandaler, mens de fleste har fået doneret varmt overtøj af ngo'er	Hun ville have fokus på ligeløn, og så understregede hun dialogen med ngo'erne — kvindeorganisationer som bl.a. Kvinderådet og Dansk Kvindesamfund	same_sense	2491	sb.	ngo'er	(91, 97)	ngo'erne	(70, 78)	1
nikotin	Nikotinen optages ekstremt hurtigt i blodbanen og giver et meget hurtigt kick i hjernen	Tre af fire rygere vil gerne stoppe, men er afhængige af nikotin	same_sense	2497	sb.	Nikotinen	(0, 9)	nikotin	(57, 64)	1
nubier	Nubierne syd for Aswan har antaget den arabiske religion og kultur, men de ældre taler stadig nubisk indbyrdes	Nubierne har kun sjældent været herre over deres egen skæbne. Det blandede arabisk-afrikanske ørkenfolk har betalt en høj pris for at leve omkring Nilen, langs forbindelsesvejen mellem det østlige Middelhav og det sorte Afrika	same_sense	2500	sb.	Nubierne	(0, 8)	Nubierne	(0, 8)	1
nulenergihus	Vi vil lave vores udstilling i et tre meter bredt, fem meter langt og tre meter højt legehus. Det er et nulenergihus med blandt andet solceller på taget	Vindmølleparker, nye kloakker og nulenergihuse, fremtidens grønne omstilling kommer til at koste så astronomiske summer, at det kan blive nødvendigt at få danske pensionskasser med ind som investorer	same_sense	2501	sb.	nulenergihus	(104, 116)	nulenergihuse	(33, 46)	1
numse	En rød numse i ny og næ slipper ingen baby for, selv om du skifter ble ofte	tag fat om fødderne og se, om du får hælene til at røre numsen uden besvær	same_sense	2504	sb.	numse	(7, 12)	numsen	(56, 62)	1
nydelse	Han brummede af nydelse, mens han sendte mig et muntert blik	Sansen for og nydelsen af veltilberedt mad, bør være det daglige højdepunkt i ethvert menneskes liv	same_sense	2505	sb.	nydelse	(16, 23)	nydelsen	(14, 22)	1
nykke	Sådan var han, ligetil og helt nede på jorden. Han havde ingen nykker og spillede gerne på andetholdet, hvis han blev sat derned	I betragtning af at Macron blev valgt på et på mange måder vovet og nødvendigt program for reformer af det franske samfund .., er det bittert, at han i dag kan kritiseres for kejserlige nykker	same_sense	2508	sb.	nykker	(63, 69)	nykker	(186, 192)	1
nyklassiker	Da Curtis Hanson filmatiserede James Ellroys misantropiske mammutroman 'L.A. Confidential', skabte han en nyklassiker inden for film noir	De tilbagevendende kampe mellem de to lokomotiver i dansk fodbold, FC København og Brøndby IF, er blevet en nyklassiker	same_sense	2511	sb.	nyklassiker	(106, 117)	nyklassiker	(108, 119)	1
nyliberalisme	Økonomiske nedskæringer og privatiseringer blev de nye demokratiers økonomiske credo. Næsten automatisk blev demokrati og nyliberalisme koblet sammen som uadskillelige størrelser	den socialdemokratiske forestilling om, at staten skal løse markedets problemer blev erstattet med nyliberalismens idé om, at markedet skal løse statens problemer	same_sense	2512	sb.	nyliberalisme	(122, 135)	nyliberalismens	(99, 114)	1
nytte	Ravnen er ikke til nogen nytte for os, men til største nytte i naturen	Vi tror på nytten af at gøre Danmark til et land, hvor det er kanongodt at tjene penge	same_sense	2513	sb.	nytte	(25, 30)	nytten	(11, 17)	1
næringsstof	Fedt er det næringsstof, der indeholder mest energi pr. vægtenhed (37 kJ pr. gram fedt)	At rive, male, blende og saftpresse frugt og grøntsager vil forårsage et vist tab af næringsstoffer	same_sense	2514	sb.	næringsstof	(12, 23)	næringsstoffer	(85, 99)	1
nød	Mange af os føler os magtesløse overfor nøden i den 3. verden	Formålet med vores fælles arbejde er at hjælpe dem, der er i nød, især de hjemløse	same_sense	2515	sb.	nøden	(40, 45)	nød	(61, 64)	1
nødstilfælde	S-togene benytter jeg også kun i yderste nødstilfælde efter et par gange at være kommet ind i en såkaldt musikvogn	Fortrydelsespiller .. kan ikke bruges som præventionsmetode, da den ikke er sikker nok — men den kan anvendes i nødstilfælde, hvis det er gået galt	same_sense	2521	sb.	nødstilfælde	(41, 53)	nødstilfælde	(112, 124)	1
nødvendighed	Børnepengene kan dække udgifterne til tøj og andre nødvendigheder til barnet	Det tunge vand, som er en nødvendighed ved fremstillingen af atomvåben, havde Hitler ikke	same_sense	2522	sb.	nødvendigheder	(51, 65)	nødvendighed	(26, 38)	1
nådeskud	Elgens store krop ligger tilbage i en sø af blod. Lokale jægere gav til slut den skamferede tyr nådeskuddet	Han er dødeligt såret, så Jair giver ham et nådeskud — i hovedet — og flygter	same_sense	2537	sb.	nådeskuddet	(96, 107)	nådeskud	(44, 52)	1
obduktion	En obduktion viste, at han var død af slag i underlivet	Under obduktionen bliver der også taget prøver af både væv, blod og urin og fra næseborene	same_sense	2547	sb.	obduktion	(3, 12)	obduktionen	(6, 17)	1
oldeforældre	De store træer, vi fryder os over i dag, blev plantet af vore oldeforældre	Nu, hvor jeg er voksen, optager tanken om mine oldeforældre mig mere, fordi jeg ser mig selv som del af en verden og en slægt	same_sense	2548	sb. pl.	oldeforældre	(62, 74)	oldeforældre	(47, 59)	1
oliemaling	Oliemaling blev tidligere især anvendt som udvendig maling til vinduer	Værket måler 45,4 x 65,6 centimeter og er malet med oliemaling på valnøddetræ. De tekniske analyser viser, at materialerne er fra Leonardo da Vincis tid	same_sense	2549	sb.	Oliemaling	(0, 10)	oliemaling	(52, 62)	1
omhu	Asparges er en delikatesse, men de skal behandles med omhu	de har tilegnet sig A. P. Møllers berømte forretningsfilosofi om "rettidig omhu", der gennemsyrer alt i virksomheden	same_sense	2552	sb.	omhu	(54, 58)	omhu	(75, 79)	1
omrids	De gnistrende hove kom hurtigt nærmere, og han begyndte at kunne ane omridset af rytteren og hesten	I de første årtusinder efter istiden var landets omrids meget forskelligt fra det, vi kender i dag	same_sense	2553	sb.	omridset	(69, 77)	omrids	(49, 55)	1
omsorgssvigt	når der er begrundet mistanke om, at et barn er udsat for mishandling eller anden form for omsorgssvigt, kræver det handling	De, der arbejder på plejehjemmene, gør vel, hvad de kan. Det er manglen på tid, der ofte får skylden, og jeg kan slet ikke forestille mig, omsorgssvigt sker med vilje	same_sense	2554	sb.	omsorgssvigt	(91, 103)	omsorgssvigt	(139, 151)	1
omstændighed	De nærmere omstændigheder ved flystyrtet er ikke klarlagt	den omstændighed, at jeg var tuneser, var nok for dem til at kalde mig et arabersvin	same_sense	2555	sb.	omstændigheder	(11, 25)	omstændighed	(4, 16)	1
omvej	Kongshøjvej var spærret p. gr. af fjernvarmearbejde og jeg måtte køre en omvej	efter en omvej over en direktørpost i daværende Topsikring blev han i 1976 hentet til Baltica	same_sense	2556	sb.	omvej	(73, 78)	omvej	(9, 14)	1
omverden	Barnets opfattelse af den fysiske omverden er direkte og umiddelbar	Armeniens præsident appellerer til omverdenen om at hjælpe republikken med humanitær hjælp og brændsel	same_sense	2557	sb.	omverden	(34, 42)	omverdenen	(35, 45)	1
onkel	Sørens moster og onkel fra Horsens var dem fra familien, hans forældre kom mest sammen med	Ja, onkel Ejnar, han var slet ikke min onkel. Det var i virkeligheden min mors onkel	same_sense	2558	sb.	onkel	(17, 22)	onkel	(4, 9)	1
onsdag	Avisen blev hentet i postkassen, den bliver omdelt gratis hver onsdag	Onsdagens overraskende og herlige fodboldsejr over de "uovervindelige" jugoslavere gav nyt liv	same_sense	2561	sb.	onsdag	(63, 69)	Onsdagens	(0, 9)	1
opdagelse	Einstein fik Nobelprisen 1921 og gjorde meget væsentlige opdagelser inden for fysikken	Efter opdagelsen af flugten blev alle ti tilbageværende .. forsvarligt låst inde i deres celler	same_sense	2562	sb.	opdagelser	(57, 67)	opdagelsen	(6, 16)	1
operasanger	Fra mit arbejde som operasanger ved jeg, hvor stor en indsats det kræver at sætte en forestilling af den her kaliber op	Det er morgendagens operasangere, man har chancen for at møde og opleve, når Gamle Scene i næste uge lægger rum til årets to koncerter med sangsolister fra Operaakademiet	same_sense	2563	sb.	operasanger	(20, 31)	operasangere	(20, 32)	1
opfordring	På opfordring af sin mor havde Christina lavet tre tegninger	Georg Brandes fik opfordring fra et forlag til at skrive en bog om jubilaren [: Holberg]	same_sense	2569	sb.	opfordring	(3, 13)	opfordring	(18, 28)	1
opfyldelse	Vores drøm om en lille butik var gået i opfyldelse	Vi vil fortsat arbejde for opfyldelsen af borgernes sociale rettigheder	same_sense	2570	sb.	opfyldelse	(40, 50)	opfyldelsen	(27, 38)	1
opholdssted	der oprettes asylcentre, som så siden kan blive til mere permanente opholdssteder for flygtninge	Det svenske politi sporede irakerens opholdssted, og torsdag aften blev han anholdt	same_sense	2571	sb.	opholdssteder	(68, 81)	opholdssted	(37, 48)	1
opholdsstue	Lejligheden indeholder stor lys opholdsstue med fransk altan, soveværelse med skabsvæg, dejligt badeværelse, nydeligt elementkøkken	Patienterne ligger på gangene, og nogle steder har man også været nødt til at inddrage opholdsstuen	same_sense	2572	sb.	opholdsstue	(32, 43)	opholdsstuen	(87, 99)	1
oplysningstid	Religionskritikken er en uhyre velkendt del af den europæiske oplysningstid og demokratiseringen af de europæiske lande	Det er, som om vi er ved begyndelsen af en ny oplysningstid: fordomsfri, tolerant, respekterende, inkluderende, åben	same_sense	2573	sb.	oplysningstid	(62, 75)	oplysningstid	(46, 59)	1
oplæser	Far var en mageløs oplæser. Hans stemme havde den ro og velklang, som er så betydningsfuld for en oplæser	Svend Gehrs siger farvel til TV-fodbold for at blive oplæser på radioavisen	same_sense	2583	sb.	oplæser	(19, 26)	oplæser	(53, 60)	1
oprindelse	GLÜHWEIN. En varm, krydret rødvinsdrik af østrigsk oprindelse	Ordet "dinosaur" er af græsk oprindelse og betyder "frygtindgydende stor og skrækkelig øgle"	same_sense	2584	sb.	oprindelse	(51, 61)	oprindelse	(29, 39)	1
oprører	Rimbaud var en oprører, i sit liv såvel som i sine digte	Den 7. februar angreb tamilske oprørere landsbyen Arantalawa i den østlige del af landet	same_sense	2585	sb.	oprører	(15, 22)	oprørere	(31, 39)	1
ord	Stella er det latinske ord for "stjerne"	Når vi taler om forskning, er det vigtigt at gøre sig klart, at ordet dækker over meget forskelligartede aktiviteter	same_sense	2586	sb.	ord	(23, 26)	ordet	(64, 69)	1
ordbog	den første danske ordbog, der registrerer politikere, er Svend Grundtvigs retskrivningsordbog fra 1872	Hvis der er nogle ord I ikke rigtig kan finde ud af hvad hedder på engelsk, så skal I slå op i ordbogen	same_sense	2596	sb.	ordbog	(18, 24)	ordbogen	(95, 103)	1
organigram	Hvis man skulle tegne det på et organigram, ville det være lidt kompliceret, fordi der både ville være en streg op til departementschefen og en til ministeren	Han benytter sig ikke af flotte vækstmål og forkromede strategier. Ingen organogrammer og detaljerede handlingsplaner	same_sense	2597	sb.	organigram	(32, 42)	organogrammer	(73, 86)	1
orgasme	For første gang oplevede han, hvordan en rigtig dyb orgasme ikke bare er centreret omkring underlivet, men føles som bølger, der skyller gennem hele kroppen	Kvinder bliver som oftest meget våde undervejs og især lige op til orgasmen, men de fleste kvinder sprøjter faktisk overhovedet ikke, når de får orgasme	same_sense	2600	sb.	orgasme	(52, 59)	orgasmen	(67, 75)	1
orlov	Faderen har .. ret til orlov med dagpenge i 2 uger inden for de første 14 uger efter fødslen	Han tog orlov fra sit normale TV-seriearbejde for at rejse tre måneder til Zimbabve	same_sense	2628	sb.	orlov	(23, 28)	orlov	(8, 13)	1
orm	hvis der er masser af orm i jorden, betyder det, at der er masser af liv i det hele taget. Og så er jorden god	En kat, der færdes ude, vil uafbrudt blive udsat for angreb af orm	same_sense	2629	sb.	orm	(22, 25)	orm	(63, 66)	1
ortodoksi	Muslimsk ortodoksi afviser tanken om jødisk tilknytning til det hellige bjerg	Magtkampene i den psykoanalytiske kreds er horrible i deres ortodoksi og smålighed	same_sense	2639	sb.	ortodoksi	(9, 18)	ortodoksi	(60, 69)	1
os	Grillen spruttede og spredte sin os af kul og stegt kød	Jeg vil ud af byen, ud af osen og larmen	same_sense	2640	sb.	os	(33, 35)	osen	(26, 30)	1
ost	Til at runde af tog vi et dessertudvalg og udvalget af danske og franske oste	ostene var pyntet med stjernede radiser samt skiver af grøn peber	same_sense	2643	sb.	oste	(73, 77)	ostene	(0, 6)	1
