idx	target	pos	first_context	first_word	first_position	second_context	second_word	second_position	label
7299	længde	sb.	To mænd udstyret med motorsav havde .. skåret træet ud i længder, der var til at transportere	længder	(57, 64)	renten vil være påvirket af restløbetidens længde	længde	(43, 49)	different_sense
7298	længde	sb.	Det, at man måske rammer en bøje, kan være nok til at standse båden fuldstændig og så sætter man flere længder til	længder	(103, 110)	renten vil være påvirket af restløbetidens længde	længde	(43, 49)	different_sense
7302	lære	sb.	England er langt fremme på feltet ergonomi — læren om samspillet mellem mennesket og dets arbejdssituation	læren	(45, 50)	17 timer på bådens køl i piskende storm .. Dramaet er også en lære for alle andre lystfiskere om, at havets kraft aldrig må undervurderes	lære	(62, 66)	same_sense
7303	lære	sb.	Efter skolen kom Palle i lære som værktøjsmager	lære	(25, 29)	Bjørn Elmquist ønskede at forlade sit gamle parti og gå i lære hos de radikale	lære	(58, 62)	same_sense
7300	lære	sb.	[Jesus var] et menneske, men den kristne lære siger jo at han var Guds søn	lære	(41, 45)	England er langt fremme på feltet ergonomi — læren om samspillet mellem mennesket og dets arbejdssituation	læren	(45, 50)	same_sense
7306	lære	sb.	England er langt fremme på feltet ergonomi — læren om samspillet mellem mennesket og dets arbejdssituation	læren	(45, 50)	Efter skolen kom Palle i lære som værktøjsmager	lære	(25, 29)	different_sense
7304	lære	sb.	[Jesus var] et menneske, men den kristne lære siger jo at han var Guds søn	lære	(41, 45)	Efter skolen kom Palle i lære som værktøjsmager	lære	(25, 29)	different_sense
7308	lære	sb.	17 timer på bådens køl i piskende storm .. Dramaet er også en lære for alle andre lystfiskere om, at havets kraft aldrig må undervurderes	lære	(62, 66)	Efter skolen kom Palle i lære som værktøjsmager	lære	(25, 29)	different_sense
7310	lærred	sb.	Slangerup Bios Venner har forsynet biografen med nyt gulv, nyt filmapparat, ny foyer, nye stole og nyt lærred	lærred	(103, 109)	I 1937 rullede den første Disney film hen over lærredet: Snehvide og de syv dværge	lærredet	(47, 55)	same_sense
7312	lærred	sb.	[snørekorsettet] lignede et middelalderligt torturinstrument, lavet af groft lærred med otte brede stålstivere	lærred	(77, 83)	Slangerup Bios Venner har forsynet biografen med nyt gulv, nyt filmapparat, ny foyer, nye stole og nyt lærred	lærred	(103, 109)	different_sense
7315	lærred	sb.	Hans lærreder er ofte bygget op omkring en figur af antik oprindelse	lærreder	(5, 13)	I 1937 rullede den første Disney film hen over lærredet: Snehvide og de syv dværge	lærredet	(47, 55)	different_sense
7314	lærred	sb.	Hans lærreder er ofte bygget op omkring en figur af antik oprindelse	lærreder	(5, 13)	Slangerup Bios Venner har forsynet biografen med nyt gulv, nyt filmapparat, ny foyer, nye stole og nyt lærred	lærred	(103, 109)	different_sense
7316	læs	sb.	en høstvogn med fuldt læs skramlede ind på gårdspladsen	læs	(22, 25)	Da de svingede om hjørnet, så de den store skovl foran på gummigeden svinge et læs jord væk	læs	(79, 82)	same_sense
7319	læs	sb.	en høstvogn med fuldt læs skramlede ind på gårdspladsen	læs	(22, 25)	Du holder fingrene væk, dit fede læs, siger hun bestemt	læs	(33, 36)	different_sense
7318	læs	sb.	Da de svingede om hjørnet, så de den store skovl foran på gummigeden svinge et læs jord væk	læs	(79, 82)	hvem vil ikke gerne have et læs af gaver og kroner, måske?	læs	(28, 31)	different_sense
7320	læs	sb.	Da de svingede om hjørnet, så de den store skovl foran på gummigeden svinge et læs jord væk	læs	(79, 82)	Du holder fingrene væk, dit fede læs, siger hun bestemt	læs	(33, 36)	different_sense
7322	løb	sb.	Kirsten hastede mod døren og forsvandt i løb ned ad gangen med klaprende træsko	løb	(41, 44)	Inge Hage starter motionsdagen med rask løb på løbebåndet	løb	(40, 43)	same_sense
7323	løb	sb.	Danskeren .. måtte trække sig ud af løbet, da et voldsomt styrt kostede et brækket kraveben	løbet	(36, 41)	Jydsk Væddeløbsbane har 12 løb på programmet søndag eftermiddag	løb	(11, 14)	same_sense
7324	løb	sb.	Danskeren .. måtte trække sig ud af løbet, da et voldsomt styrt kostede et brækket kraveben	løbet	(36, 41)	Et valg ville blive en sand gyser med tæt løb mellem fløjene	løb	(42, 45)	same_sense
7353	løb	sb.	Jydsk Væddeløbsbane har 12 løb på programmet søndag eftermiddag	løb	(11, 14)	Jeg havde en pistol, holdt løbet mod min tinding, men havde ikke mod til at trykke af	løbet	(27, 32)	different_sense
7345	løb	sb.	Danskeren .. måtte trække sig ud af løbet, da et voldsomt styrt kostede et brækket kraveben	løbet	(36, 41)	det var et højst besynderligt løb skinnerne fulgte	løb	(30, 33)	different_sense
7348	løb	sb.	Jydsk Væddeløbsbane har 12 løb på programmet søndag eftermiddag	løb	(11, 14)	det var et højst besynderligt løb skinnerne fulgte	løb	(30, 33)	different_sense
7358	løber	sb.	vi regner med at stille med ca. 10 løbere til løbetræf, der så kan vælge, om de vil løbe 10 km eller 22 km ruten	løbere	(35, 41)	i slalom-konkurrencer bruges [stavene] som skjold mod slaget fra de porte af kipstænger, som løberen pløjer sig forbi	løberen	(93, 100)	same_sense
7359	løber	sb.	Der er storblomstrede, hotelfarvede gardiner for vinduerne og luvslidte syntetiske løbere på det mørke parketgulv	løbere	(83, 89)	[han] sætter forsigtigt glasset fra sig på den hjemmevævede løber, der dækker det meste af bordet	løber	(60, 65)	same_sense
7366	løber	sb.	vi regner med at stille med ca. 10 løbere til løbetræf, der så kan vælge, om de vil løbe 10 km eller 22 km ruten	løbere	(35, 41)	Sort har netop spillet sin løber fra c8 til f5	løber	(27, 32)	different_sense
7369	løber	sb.	hunde .. udholdende løbere med skarp lugtesans og hørelse	løbere	(20, 26)	[han] sætter forsigtigt glasset fra sig på den hjemmevævede løber, der dækker det meste af bordet	løber	(60, 65)	different_sense
7363	løber	sb.	vi regner med at stille med ca. 10 løbere til løbetræf, der så kan vælge, om de vil løbe 10 km eller 22 km ruten	løbere	(35, 41)	[han] sætter forsigtigt glasset fra sig på den hjemmevævede løber, der dækker det meste af bordet	løber	(60, 65)	different_sense
7373	lød	sb.	Hendes smalle, ikke forfinede, men dog fine ansigt, fik en gylden lød i det klare lys	lød	(66, 69)	Den store købmandsdisk pryder med sin smukke lød hele den ene væg i stuen	lød	(45, 48)	different_sense
7374	løfte	sb.	Mette afkrævede mig det løfte — at hun aldrig mere skulle på hospitaler og ligge i hvidt sengelinned	løfte	(24, 29)	Westenholz skylder os .. stadig den seriøse roman, hans debut gav løfter om	løfter	(66, 72)	different_sense
7375	løg	sb.	Maj skar både kartofler og løg i skiver, smed det hele op i gryden og tændte for komfuret	løg	(27, 30)	Bo nød sine stegte kartofler, hakkebøf med løg og dertil en cola	løg	(43, 46)	same_sense
7376	løg	sb.	Maj skar både kartofler og løg i skiver, smed det hele op i gryden og tændte for komfuret	løg	(27, 30)	Når tulipanen er afblomstret, deler løget sig i flere mindre løg	løget	(36, 41)	different_sense
7377	løg	sb.	Bo nød sine stegte kartofler, hakkebøf med løg og dertil en cola	løg	(43, 46)	Når tulipanen er afblomstret, deler løget sig i flere mindre løg	løget	(36, 41)	different_sense
7378	løkke	sb.	slå garnet om en pind nr 5 så der bliver en løkke	løkke	(44, 49)	Hvis du forsøger at befri dig selv, så strammer løkken om din hals — og så bliver du kvalt, sagde han	løkken	(48, 54)	same_sense
7379	løkke	sb.	slå garnet om en pind nr 5 så der bliver en løkke	løkke	(44, 49)	Hvis du f.eks. vil have gentaget en tekst hundrede gange ned over siden, behøver du kun at lave en løkke i Postscript-programmet, som så skal gennemløbes hundrede gange	løkke	(99, 104)	different_sense
7380	løkke	sb.	Hvis du forsøger at befri dig selv, så strammer løkken om din hals — og så bliver du kvalt, sagde han	løkken	(48, 54)	Hvis du f.eks. vil have gentaget en tekst hundrede gange ned over siden, behøver du kun at lave en løkke i Postscript-programmet, som så skal gennemløbes hundrede gange	løkke	(99, 104)	different_sense
7381	løve	sb.	løven lever på den åbne savanne	løven	(0, 5)	Jeres modstander, Djævelen, går omkring som en brølende løve og leder efter nogen at sluge	løve	(56, 60)	same_sense
7384	løve	sb.	løven lever på den åbne savanne	løven	(0, 5)	LØVEN: Er, som vædderen, en dynamisk ledertype. Er kreativ, god til børn og en fin lærer eller pædagog. Mange skuespillere er løver	LØVEN	(0, 5)	different_sense
7382	løve	sb.	løven lever på den åbne savanne	løven	(0, 5)	man [kan] møde en kvartet under ledelse af en af dansk jazz' unge løver, den 24-årige guitarist, Søren Lee	løver	(66, 71)	different_sense
7385	løve	sb.	Jeres modstander, Djævelen, går omkring som en brølende løve og leder efter nogen at sluge	løve	(56, 60)	LØVEN: Er, som vædderen, en dynamisk ledertype. Er kreativ, god til børn og en fin lærer eller pædagog. Mange skuespillere er løver	LØVEN	(0, 5)	different_sense
7387	lån	sb.	i erkendelse af ulandenes voksende problemer med at betale lån tilbage ydes en større og større del af bistanden som gave	lån	(59, 62)	han har taget lån i sin lejlighed for at finansiere forestillingen	lån	(14, 17)	same_sense
7389	lån	sb.	han har taget lån i sin lejlighed for at finansiere forestillingen	lån	(14, 17)	Livet er kun et lån, ikke en gave	lån	(16, 19)	different_sense
7390	lån	sb.	i erkendelse af ulandenes voksende problemer med at betale lån tilbage ydes en større og større del af bistanden som gave	lån	(59, 62)	danske filmproduktioner bør være tilgængelige på videomarkedet, både i forbindelse med køb, leje og lån	lån	(100, 103)	different_sense
7391	lån	sb.	han har taget lån i sin lejlighed for at finansiere forestillingen	lån	(14, 17)	danske filmproduktioner bør være tilgængelige på videomarkedet, både i forbindelse med køb, leje og lån	lån	(100, 103)	different_sense
7393	lår	sb.	"Hun vadede ud, til det gik hende midt på lårene og sprøjtede lidt vand op på maven, mens hun sagde: ""Huh, hvor er det koldt."""	lårene	(41, 47)	Efter fødslen fik hun den sædvanlige indsprøjtning i låret for at mindske blødninger	låret	(53, 58)	same_sense
7394	lår	sb.	"Hun vadede ud, til det gik hende midt på lårene og sprøjtede lidt vand op på maven, mens hun sagde: ""Huh, hvor er det koldt."""	lårene	(41, 47)	Brystfileter uden ben skal ikke stege så længe, mens lår skal have god tid	lår	(53, 56)	different_sense
7395	lår	sb.	Efter fødslen fik hun den sædvanlige indsprøjtning i låret for at mindske blødninger	låret	(53, 58)	Brystfileter uden ben skal ikke stege så længe, mens lår skal have god tid	lår	(53, 56)	different_sense
7396	mad	sb.	lammekølle er både nem og velsmagende mad, som strækker langt	mad	(38, 41)	Jeg vækker dig om en halv time, hvis du sover — så står maden på bordet	maden	(56, 61)	same_sense
7397	mad	sb.	lammekølle er både nem og velsmagende mad, som strækker langt	mad	(38, 41)	I gode år, hvor der er masser af mad, får et uglepar op til fire unger	mad	(33, 36)	same_sense
7398	mad	sb.	Jeg vækker dig om en halv time, hvis du sover — så står maden på bordet	maden	(56, 61)	I gode år, hvor der er masser af mad, får et uglepar op til fire unger	mad	(33, 36)	same_sense
7399	mad	sb.	lammekølle er både nem og velsmagende mad, som strækker langt	mad	(38, 41)	Igen i dag havde hans mor smurt leverpostej på den ene af hans fire madder. Føj!	madder	(68, 74)	different_sense
7400	mad	sb.	Jeg vækker dig om en halv time, hvis du sover — så står maden på bordet	maden	(56, 61)	Igen i dag havde hans mor smurt leverpostej på den ene af hans fire madder. Føj!	madder	(68, 74)	different_sense
7401	mad	sb.	I gode år, hvor der er masser af mad, får et uglepar op til fire unger	mad	(33, 36)	Igen i dag havde hans mor smurt leverpostej på den ene af hans fire madder. Føj!	madder	(68, 74)	different_sense
7410	magasin	sb.	Efter udstillingen på Moesgaard bliver genstandene pakket ned og gemt væk i dybe magasiner	magasiner	(81, 90)	Der er plads til fem patroner i magasinet, der bliver skubbet ind foran aftrækket	magasinet	(32, 41)	different_sense
7405	magasin	sb.	SIDEN SAXO er et nyt og populært historisk magasin, der udkommer 4 gange årligt med 36 gennemillustrerede sider pr. nummer	magasin	(43, 50)	Der er plads til fem patroner i magasinet, der bliver skubbet ind foran aftrækket	magasinet	(32, 41)	different_sense
7404	magasin	sb.	SIDEN SAXO er et nyt og populært historisk magasin, der udkommer 4 gange årligt med 36 gennemillustrerede sider pr. nummer	magasin	(43, 50)	Næste dag klokken ti stod vore kunder der, salgscheferne fra alle de store magasiner og kædeforretninger	magasiner	(75, 84)	different_sense
7412	mage	sb.	Hvis storken i Langå finder en mage i løbet af 14 dage til tre uger, bliver den sandsynligvis sommeren over	mage	(31, 35)	det er her de ældre, enlige italienere søger hen for at finde en ny mage og deres anden ungdom	mage	(68, 72)	different_sense
7413	mage	sb.	Hvis storken i Langå finder en mage i løbet af 14 dage til tre uger, bliver den sandsynligvis sommeren over	mage	(31, 35)	kværnens kvalitet er der intet i vejen med. Dens mage findes i millioner af amerikanske hjem, hvor den findeler resterne fra frokost- eller middagsbordet og sender dem ud i kloakken	mage	(49, 53)	different_sense
7414	mage	sb.	det er her de ældre, enlige italienere søger hen for at finde en ny mage og deres anden ungdom	mage	(68, 72)	kværnens kvalitet er der intet i vejen med. Dens mage findes i millioner af amerikanske hjem, hvor den findeler resterne fra frokost- eller middagsbordet og sender dem ud i kloakken	mage	(49, 53)	different_sense
7417	magt	sb.	Han købte sig, aktie for aktie, op til en kontrolpost og krævede magt og medindflydelse	magt	(65, 69)	Forfatningsændringerne vil give Den Øverste Sovjet .. magt til at godkende ministerpræsidenten	magt	(54, 58)	same_sense
7418	magt	sb.	gruppen blev med magt smidt ud af bygningen	magt	(17, 21)	hysterisk af rædsel prøvede han af al magt at rejse sig for at flygte	magt	(38, 42)	same_sense
7416	magt	sb.	man kan jo få folk til hvad som helst, bare man har magt over dem	magt	(52, 56)	Forfatningsændringerne vil give Den Øverste Sovjet .. magt til at godkende ministerpræsidenten	magt	(54, 58)	same_sense
7425	magt	sb.	man kan jo få folk til hvad som helst, bare man har magt over dem	magt	(52, 56)	intet menneske er herre over kærlighedens magt	magt	(42, 46)	different_sense
7436	magt	sb.	gruppen blev med magt smidt ud af bygningen	magt	(17, 21)	USA ville ikke acceptere, at fjendtlige magter skulle få fodfæste på den vestlige halvkugle	magter	(40, 46)	different_sense
7438	magt	sb.	gruppen blev med magt smidt ud af bygningen	magt	(17, 21)	Kirken kom til at eje meget jord og mange gårde, og blev den dominerende magt i samfundet	magt	(73, 77)	different_sense
7443	maksimum	sb.	Græspollen begynder i maj, når sit maksimum i juni og slutter først sæsonen i løbet af august	maksimum	(35, 43)	firmaet anbefaler optøning/opvarmning af brød på maksimum nytteeffekt helt op til 700 W	maksimum	(49, 57)	different_sense
7444	maksimum	sb.	Græspollen begynder i maj, når sit maksimum i juni og slutter først sæsonen i løbet af august	maksimum	(35, 43)	der [kan] kun sælges maksimum fire billetter til hver enkelt køber	maksimum	(21, 29)	different_sense
7445	maksimum	sb.	firmaet anbefaler optøning/opvarmning af brød på maksimum nytteeffekt helt op til 700 W	maksimum	(49, 57)	der [kan] kun sælges maksimum fire billetter til hver enkelt køber	maksimum	(21, 29)	different_sense
